SampleID	BarcodeSequence	LinkerPrimerSequence	Run	Ecosystem	Island	Lat	Lon	Collection_Date	F_Primer	R_Primer	Ecosys_Type	Host_Type	Host	InputFileName	Description
SRR1616453			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Antidesma_sp.	SRR1616453.fna	Richard_Swabs_SRR1616453
SRR1616341			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Psychotria_sp.	SRR1616341.fna	Richard_Swabs_SRR1616341
SRR1616217			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Psychotria_sp.	SRR1616217.fna	Richard_Swabs_SRR1616217
SRR1616262			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Psychotria_sp.	SRR1616262.fna	Richard_Swabs_SRR1616262
SRR1616468			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Flagging_on_Pipturus_albidus	SRR1616468.fna	Richard_Swabs_SRR1616468
SRR1616530			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Flagging_on_Pipturus_albidus	SRR1616530.fna	Richard_Swabs_SRR1616530
SRR1616353			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Pipturus_albidus	SRR1616353.fna	Richard_Swabs_SRR1616353
SRR1616272			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Pipturus_albidus	SRR1616272.fna	Richard_Swabs_SRR1616272
SRR1616195			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Perrotettia_sandwicensis	SRR1616195.fna	Richard_Swabs_SRR1616195
SRR1616345			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Perrotettia_sandwicensis	SRR1616345.fna	Richard_Swabs_SRR1616345
SRR1616432			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Perrotettia_sandwicensis	SRR1616432.fna	Richard_Swabs_SRR1616432
SRR1616391			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Perrotettia_sandwicensis	SRR1616391.fna	Richard_Swabs_SRR1616391
SRR1616354			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Perrotettia_sandwicensis	SRR1616354.fna	Richard_Swabs_SRR1616354
SRR1616239			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Perrotettia_sandwicensis	SRR1616239.fna	Richard_Swabs_SRR1616239
SRR1616255			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Brousaissia_arguta	SRR1616255.fna	Richard_Swabs_SRR1616255
SRR1616286			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Brousaissia_arguta	SRR1616286.fna	Richard_Swabs_SRR1616286
SRR1616513			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Brousaissia_arguta	SRR1616513.fna	Richard_Swabs_SRR1616513
SRR1616363			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Brousaissia_arguta	SRR1616363.fna	Richard_Swabs_SRR1616363
SRR1616347			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Brousaissia_arguta	SRR1616347.fna	Richard_Swabs_SRR1616347
SRR1616488			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Brousaissia_arguta	SRR1616488.fna	Richard_Swabs_SRR1616488
SRR1616506			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Perrotettia_sandwicensis	SRR1616506.fna	Richard_Swabs_SRR1616506
SRR1616517			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Perrotettia_sandwicensis	SRR1616517.fna	Richard_Swabs_SRR1616517
SRR1616244			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Metrosideros_polymorpha	SRR1616244.fna	Richard_Swabs_SRR1616244
SRR1616469			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Metrosideros_polymorpha	SRR1616469.fna	Richard_Swabs_SRR1616469
SRR1616436			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		ie_ie	SRR1616436.fna	Richard_Swabs_SRR1616436
SRR1616405			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		ie_ie	SRR1616405.fna	Richard_Swabs_SRR1616405
SRR1616206			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		ie_ie	SRR1616206.fna	Richard_Swabs_SRR1616206
SRR1616437			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		ie_ie	SRR1616437.fna	Richard_Swabs_SRR1616437
SRR1616191			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		ie_ie	SRR1616191.fna	Richard_Swabs_SRR1616191
SRR1616251			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		ie_ie	SRR1616251.fna	Richard_Swabs_SRR1616251
SRR1616512			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Psidium_cattleianum	SRR1616512.fna	Richard_Swabs_SRR1616512
SRR1616247			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Psidium_cattleianum	SRR1616247.fna	Richard_Swabs_SRR1616247
SRR1616205			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Psidium_cattleianum	SRR1616205.fna	Richard_Swabs_SRR1616205
SRR1616325			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Psidium_cattleianum	SRR1616325.fna	Richard_Swabs_SRR1616325
SRR1616304			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Psidium_cattleianum	SRR1616304.fna	Richard_Swabs_SRR1616304
SRR1616343			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Hedyotis_terminalis	SRR1616343.fna	Richard_Swabs_SRR1616343
SRR1616387			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Hedyotis_terminalis	SRR1616387.fna	Richard_Swabs_SRR1616387
SRR1616283			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616283.fna	Richard_Swabs_SRR1616283
SRR1616377			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616377.fna	Richard_Swabs_SRR1616377
SRR1616305			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616305.fna	Richard_Swabs_SRR1616305
SRR1616427			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616427.fna	Richard_Swabs_SRR1616427
SRR1616490			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616490.fna	Richard_Swabs_SRR1616490
SRR1616556			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616556.fna	Richard_Swabs_SRR1616556
SRR1616213			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Dianella_sandwicensis	SRR1616213.fna	Richard_Swabs_SRR1616213
SRR1616562			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Dianella_sandwicensis	SRR1616562.fna	Richard_Swabs_SRR1616562
SRR1616495			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Dianella_sandwicensis	SRR1616495.fna	Richard_Swabs_SRR1616495
SRR1616253			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Dianella_sandwicensis	SRR1616253.fna	Richard_Swabs_SRR1616253
SRR1616395			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Dianella_sandwicensis	SRR1616395.fna	Richard_Swabs_SRR1616395
SRR1616522			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41289	ITS1F	ITS2	Terrestrial		Dianella_sandwicensis	SRR1616522.fna	Richard_Swabs_SRR1616522
SRR1616475			Richard_Swabs	Plant_Epiphyte	Oahu	21.412597	-158.086166	41305	ITS1F	ITS2	Terrestrial		Dianella_sandwicensis	SRR1616475.fna	Richard_Swabs_SRR1616475
SRR1616263			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Nestegis_sandwicensis	SRR1616263.fna	Richard_Swabs_SRR1616263
SRR1616414			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Nestegis_sandwicensis	SRR1616414.fna	Richard_Swabs_SRR1616414
SRR1616536			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Nestegis_sandwicensis	SRR1616536.fna	Richard_Swabs_SRR1616536
SRR1616218			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Psidium_cattleianum	SRR1616218.fna	Richard_Swabs_SRR1616218
SRR1616332			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Psidium_cattleianum	SRR1616332.fna	Richard_Swabs_SRR1616332
SRR1616193			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Psidium_cattleianum	SRR1616193.fna	Richard_Swabs_SRR1616193
SRR1616275			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Psidium_cattleianum	SRR1616275.fna	Richard_Swabs_SRR1616275
SRR1616240			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Metrosideros_polymorpha	SRR1616240.fna	Richard_Swabs_SRR1616240
SRR1616456			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Metrosideros_polymorpha	SRR1616456.fna	Richard_Swabs_SRR1616456
SRR1616208			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Alyixia_oliveformis	SRR1616208.fna	Richard_Swabs_SRR1616208
SRR1616216			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Alyixia_oliveformis	SRR1616216.fna	Richard_Swabs_SRR1616216
SRR1616174			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Psidium_cattleianum	SRR1616174.fna	Richard_Swabs_SRR1616174
SRR1616254			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Psidium_cattleianum	SRR1616254.fna	Richard_Swabs_SRR1616254
SRR1616413			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Hedyotis_terminalis	SRR1616413.fna	Richard_Swabs_SRR1616413
SRR1616220			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Hedyotis_terminalis	SRR1616220.fna	Richard_Swabs_SRR1616220
SRR1616375			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Hedyotis_terminalis	SRR1616375.fna	Richard_Swabs_SRR1616375
SRR1616459			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Hedyotis_terminalis	SRR1616459.fna	Richard_Swabs_SRR1616459
SRR1616277			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Nestegis_sandwicensis	SRR1616277.fna	Richard_Swabs_SRR1616277
SRR1616204			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Alyixia_oliveformis	SRR1616204.fna	Richard_Swabs_SRR1616204
SRR1616545			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616545.fna	Richard_Swabs_SRR1616545
SRR1616245			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616245.fna	Richard_Swabs_SRR1616245
SRR1616237			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616237.fna	Richard_Swabs_SRR1616237
SRR1616223			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616223.fna	Richard_Swabs_SRR1616223
SRR1616266			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Antidesma_platyphyllum	SRR1616266.fna	Richard_Swabs_SRR1616266
SRR1616326			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Antidesma_platyphyllum	SRR1616326.fna	Richard_Swabs_SRR1616326
SRR1616177			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616177.fna	Richard_Swabs_SRR1616177
SRR1616170			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616170.fna	Richard_Swabs_SRR1616170
SRR1616270			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616270.fna	Richard_Swabs_SRR1616270
SRR1616433			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Myrsine_lessertiana	SRR1616433.fna	Richard_Swabs_SRR1616433
SRR1616359			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Pittosporum_glabra	SRR1616359.fna	Richard_Swabs_SRR1616359
SRR1616362			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Pittosporum_glabra	SRR1616362.fna	Richard_Swabs_SRR1616362
SRR1616440			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Alyixia_oliveformis	SRR1616440.fna	Richard_Swabs_SRR1616440
SRR1616409			Richard_Swabs	Plant_Epiphyte	Oahu	21.90342	-158.32743	41305	ITS1F	ITS2	Terrestrial		Alyixia_oliveformis	SRR1616409.fna	Richard_Swabs_SRR1616409
SRR1616497			Richard_Swabs	Plant_Epiphyte	Oahu	21.548376	-158.188368	41305	ITS1F	ITS2	Terrestrial		Pisonia_sandwicensis	SRR1616497.fna	Richard_Swabs_SRR1616497
SRR1616365			Richard_Swabs	Plant_Epiphyte	Oahu	21.548376	-158.188368	41305	ITS1F	ITS2	Terrestrial		Pisonia_sandwicensis	SRR1616365.fna	Richard_Swabs_SRR1616365
SRR1616394			Richard_Swabs	Plant_Epiphyte	Oahu	21.548376	-158.188368	41305	ITS1F	ITS2	Terrestrial		Pisonia_sandwicensis	SRR1616394.fna	Richard_Swabs_SRR1616394
SRR1616203			Richard_Swabs	Plant_Epiphyte	Oahu	21.548376	-158.188368	41305	ITS1F	ITS2	Terrestrial		Pisonia_sandwicensis	SRR1616203.fna	Richard_Swabs_SRR1616203
SRR1616480			Richard_Swabs	Plant_Epiphyte	Oahu	21.548376	-158.188368	41305	ITS1F	ITS2	Terrestrial		Pisonia_sandwicensis	SRR1616480.fna	Richard_Swabs_SRR1616480
SRR1616198			Richard_Swabs	Plant_Epiphyte	Oahu	21.548376	-158.188368	41305	ITS1F	ITS2	Terrestrial		Diasporos_sandwicensis	SRR1616198.fna	Richard_Swabs_SRR1616198
SRR1616457			Richard_Swabs	Plant_Epiphyte	Oahu	21.548376	-158.188368	41390	ITS1F	ITS2	Terrestrial		Diasporos_sandwicensis	SRR1616457.fna	Richard_Swabs_SRR1616457
SRR1616357			Richard_Swabs	Plant_Epiphyte	Oahu	21.548376	-158.188368	41390	ITS1F	ITS2	Terrestrial		Coprosma_longifolia	SRR1616357.fna	Richard_Swabs_SRR1616357
SRR1616429			Richard_Swabs	Plant_Epiphyte	Oahu	21.548376	-158.188368	41390	ITS1F	ITS2	Terrestrial		Coprosma_longifolia	SRR1616429.fna	Richard_Swabs_SRR1616429
SRR1616172			Richard_Swabs	Plant_Epiphyte	Oahu	21.548376	-158.188368	41390	ITS1F	ITS2	Terrestrial		Nestegis_sandwicensis	SRR1616172.fna	Richard_Swabs_SRR1616172
SRR1616371			Richard_Swabs	Plant_Epiphyte	Oahu	21.548376	-158.188368	41390	ITS1F	ITS2	Terrestrial		Nestegis_sandwicensis	SRR1616371.fna	Richard_Swabs_SRR1616371
SRR1616551			Richard_Swabs	Plant_Epiphyte	Oahu	21.480484	-158.111346	41390	ITS1F	ITS2	Terrestrial		Urera_glabra	SRR1616551.fna	Richard_Swabs_SRR1616551
SRR1616340			Richard_Swabs	Plant_Epiphyte	Oahu	21.480484	-158.111346	41390	ITS1F	ITS2	Terrestrial		Urera_glabra	SRR1616340.fna	Richard_Swabs_SRR1616340
SRR1616470			Richard_Swabs	Plant_Epiphyte	Oahu	21.480484	-158.111346	41390	ITS1F	ITS2	Terrestrial		Urera_glabra	SRR1616470.fna	Richard_Swabs_SRR1616470
SRR1616259			Richard_Swabs	Plant_Epiphyte	Oahu	21.480484	-158.111346	41390	ITS1F	ITS2	Terrestrial		Urera_glabra	SRR1616259.fna	Richard_Swabs_SRR1616259
SRR1616408			Richard_Swabs	Plant_Epiphyte	Oahu	21.480484	-158.111346	41390	ITS1F	ITS2	Terrestrial		Urera_glabra	SRR1616408.fna	Richard_Swabs_SRR1616408
SRR1616176			Richard_Swabs	Plant_Epiphyte	Oahu	21.480484	-158.111346	41390	ITS1F	ITS2	Terrestrial		Urera_glabra	SRR1616176.fna	Richard_Swabs_SRR1616176
B12			Meso_Algae	Marine	Maui	20.81063	-156.7168	40604	ITS1F	ITS2	Marine		Distromium sp.	B12.fna	Meso_Algae_B12
B13			Meso_Algae	Marine	Maui	20.81063	-156.7168	40604	ITS1F	ITS2	Marine		Distromium sp.	B13.fna	Meso_Algae_B13
B15			Meso_Algae	Marine	Maui	20.81063	-156.7168	40604	ITS1F	ITS2	Marine		Distromium sp.	B15.fna	Meso_Algae_B15
B16			Meso_Algae	Marine	Maui	20.81063	-156.7168	40604	ITS1F	ITS2	Marine		Distromium sp.	B16.fna	Meso_Algae_B16
B17			Meso_Algae	Marine	Maui	20.81063	-156.7168	40604	ITS1F	ITS2	Marine		Distromium sp.	B17.fna	Meso_Algae_B17
B2			Meso_Algae	Marine	Maui	20.81063	-156.7168	40602	ITS1F	ITS2	Marine		Distromium sp.	B2.fna	Meso_Algae_B2
B22			Meso_Algae	Marine	Maui	20.81063	-156.7168	40604	ITS1F	ITS2	Marine		Distromium sp.	B22.fna	Meso_Algae_B22
B3			Meso_Algae	Marine	Maui	20.81063	-156.7168	40602	ITS1F	ITS2	Marine		Distromium sp.	B3.fna	Meso_Algae_B3
B6			Meso_Algae	Marine	Maui	20.81063	-156.7168	40602	ITS1F	ITS2	Marine		Distromium sp.	B6.fna	Meso_Algae_B6
H1			Meso_Algae	Marine	Maui	20.81063	-156.7168	40602	ITS1F	ITS2	Marine		Halimeda distorta	H1.fna	Meso_Algae_H1
H14			Meso_Algae	Marine	Maui	20.81063	-156.7168	40605	ITS1F	ITS2	Marine		Halimeda distorta	H14.fna	Meso_Algae_H14
H17			Meso_Algae	Marine	Maui	20.81063	-156.7168	40605	ITS1F	ITS2	Marine		Halimeda distorta	H17.fna	Meso_Algae_H17
H4			Meso_Algae	Marine	Maui	20.81063	-156.7168	40602	ITS1F	ITS2	Marine		Halimeda distorta	H4.fna	Meso_Algae_H4
H5			Meso_Algae	Marine	Maui	20.81063	-156.7168	40602	ITS1F	ITS2	Marine		Halimeda distorta	H5.fna	Meso_Algae_H5
H9			Meso_Algae	Marine	Maui	20.81063	-156.7168	40604	ITS1F	ITS2	Marine		Halimeda distorta	H9.fna	Meso_Algae_H9
Mi1			Meso_Algae	Marine	Maui	20.81063	-156.7168	40604	ITS1F	ITS2	Marine		Microdicyton umbilicatum	Mi1.fna	Meso_Algae_Mi1
Mi10			Meso_Algae	Marine	Maui	20.81063	-156.7168	40604	ITS1F	ITS2	Marine		Microdicyton umbilicatum	Mi10.fna	Meso_Algae_Mi10
Mi11			Meso_Algae	Marine	Maui	20.81063	-156.7168	40604	ITS1F	ITS2	Marine		Microdicyton umbilicatum	Mi11.fna	Meso_Algae_Mi11
Mi3			Meso_Algae	Marine	Maui	20.81063	-156.7168	40604	ITS1F	ITS2	Marine		Microdicyton umbilicatum	Mi3.fna	Meso_Algae_Mi3
Mi4			Meso_Algae	Marine	Maui	20.81063	-156.7168	40604	ITS1F	ITS2	Marine		Microdicyton umbilicatum	Mi4.fna	Meso_Algae_Mi4
Mi9			Meso_Algae	Marine	Maui	20.81063	-156.7168	40604	ITS1F	ITS2	Marine		Microdicyton umbilicatum	Mi9.fna	Meso_Algae_Mi9
R1			Meso_Algae	Marine	Maui	20.81063	-156.7168	40602	ITS1F	ITS2	Marine		Halymenia	R1.fna	Meso_Algae_R1
R2			Meso_Algae	Marine	Maui	20.81063	-156.7168	40602	ITS1F	ITS2	Marine		Halymenia	R2.fna	Meso_Algae_R2
SRR3480407			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42005	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480407.fna	SRA_Kipuka_SRR3480407
SRR3480408			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42006	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480408.fna	SRA_Kipuka_SRR3480408
SRR3480409			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42007	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480409.fna	SRA_Kipuka_SRR3480409
SRR3480410			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42008	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480410.fna	SRA_Kipuka_SRR3480410
SRR3480411			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42009	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480411.fna	SRA_Kipuka_SRR3480411
SRR3480412			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42010	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480412.fna	SRA_Kipuka_SRR3480412
SRR3480413			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42011	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480413.fna	SRA_Kipuka_SRR3480413
SRR3480414			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42012	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480414.fna	SRA_Kipuka_SRR3480414
SRR3480415			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42013	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480415.fna	SRA_Kipuka_SRR3480415
SRR3480416			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42014	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480416.fna	SRA_Kipuka_SRR3480416
SRR3480417			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42015	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480417.fna	SRA_Kipuka_SRR3480417
SRR3480418			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42016	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480418.fna	SRA_Kipuka_SRR3480418
SRR3480419			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42017	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480419.fna	SRA_Kipuka_SRR3480419
SRR3480420			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42018	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480420.fna	SRA_Kipuka_SRR3480420
SRR3480421			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42019	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480421.fna	SRA_Kipuka_SRR3480421
SRR3480422			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42020	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480422.fna	SRA_Kipuka_SRR3480422
SRR3480423			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42021	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480423.fna	SRA_Kipuka_SRR3480423
SRR3480424			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42022	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480424.fna	SRA_Kipuka_SRR3480424
SRR3480425			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42023	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480425.fna	SRA_Kipuka_SRR3480425
SRR3480426			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42024	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480426.fna	SRA_Kipuka_SRR3480426
SRR3480427			SRA_Kipuka	Soil	Hawaii	19.533304	-155.46655	42025	ITS1F	ITS2	Terrestrial		Metrosideros	SRR3480427.fna	SRA_Kipuka_SRR3480427
