Family,Species_number,Species_name,English_name,Clutch_size,Egg_mass,Mating_System,mass,wing,tarsus,bill,tail,Gender
123,5669,Cyanocorax sanblasianus,San Blas Jay,NA,7.4,2,NA,NA,NA,NA,NA,Male
123,5683,Cyanocorax yncas,Green Jay,4,7.1,2,88.3,113,37.6,24.9,126,Male
123,5684,Psilorhinus morio,Brown Jay,NA,10.3,2,243,NA,NA,NA,NA,Male
123,5687,Garrulus glandarius,Eurasian Jay,5.7,8.5,NA,171.6,186.5,43.4,33.4,137.5,Male
123,5690,Perisoreus infaustus,Siberian Jay,3.5,7.5,NA,87.6,144.3,38.2,28,134.3,Male
123,5692,Perisoreus canadensis,Grey Jay,3.02,6.7,NA,75.8,143.2,NA,21.3,144.4,Male
123,5701,Cyanopica cyana,Azure-winged Magpie,6,5.5,NA,73,136.7,35.7,27.5,187.1,Male
123,5711,Pica pica,Black-billed Magpie,6.1,9.9,2,236,204.6,52.4,41.1,268,Male
123,5712,Pica nuttalli,Yellow-billed Magpie,5.7,8.1,NA,166,190.2,48.6,25,247.7,Male
123,5713,Zavattariornis stresemanni,Stresemann's Bush-Crow,NA,5.9,NA,NA,142,41.3,36.2,122,Male
123,5719,Nucifraga columbiana,Clark's Nutcracker,3.06,9.1,NA,137,192,NA,40.1,115,Male
123,5720,Nucifraga caryocatactes,Spotted Nutcracker,3.5,10.7,NA,198,193.2,42.1,49.8,124,Male
123,5721,Pyrrhocorax pyrrhocorax,Red-billed Chough,4,16.5,NA,273.2,276,53,54.7,144,Male
123,5722,Pyrrhocorax graculus,Yellow-billed Chough,5,16,NA,248.2,277.4,46.9,34.9,169,Male
123,5723,Ptilostomus afer,Piapiac,5,7.2,NA,NA,169,48.1,34,262.5,Male
123,5724,Corvus monedula,Eurasian Jackdaw,4.5,11.5,2,234,239.2,46.2,36.3,131,Male
123,5725,Corvus dauuricus,Daurian Jackdaw,NA,11.4,NA,218,233,45.7,34.8,128.5,Male
123,5726,Corvus splendens,House Crow,3.9,13.7,2,317,271.4,49.1,51.2,166,Male
123,5738,Corvus capensis,Cape Crow,3.5,22.3,NA,612,347,73.7,68.4,202,Male
123,5739,Corvus frugilegus,Rook,4,16,2,489,322.9,56.9,NA,170,Male
123,5740,Corvus caurinus,Northwestern Crow,4.02,16.7,NA,410,281.3,49.2,32.6,153.1,Male
123,5741,Corvus brachyrhynchos,American Crow,4.68,17.5,2,423,303.5,NA,NA,NA,Male
123,5742,Corvus ossifragus,Fish Crow,4.5,14.1,NA,299.9,284.9,46.5,30.7,156,Male
123,5749,Corvus corone,Carrion Crow,4.5,19.8,2,577,330.5,61.6,57.9,181,Male
123,5754,Corvus coronoides,Australian Raven,NA,22,2,NA,NA,NA,NA,NA,Male
123,5755,Corvus mellori,Little Raven,NA,NA,2,62,NA,NA,NA,NA,Male
123,5759,Corvus hawaiiensis,Hawaiian Crow,2.8,NA,NA,555,332,66.8,58.8,NA,Male
123,5760,Corvus cryptoleucus,Chihuahuan Raven,4.87,21,NA,556,359,60.86,55.2,214,Male
123,5761,Corvus albus,Pied Crow,4.1,21.8,NA,590.5,358,61.3,60.2,187,Male
123,5762,Corvus ruficollis,Brown-necked Raven,4,23.6,NA,782.5,404.2,70.7,71.7,206,Male
123,5763,Corvus corax,Common Raven,4.1,28.8,2,1254,430.4,70.7,78.1,214,Male
123,5764,Corvus rhipidurus,Fan-tailed Raven,4.5,21.8,NA,705,402.1,70.7,59.8,161,Male
123,5765,Corvus albicollis,White-necked Raven,3.8,30.1,NA,1011,412,77,66.9,177,Male
123,5766,Corvus crassirostris,Thick-billed Raven,4,30.1,NA,NA,442,81.1,85.4,253,Male
123,5769,Loboparadisea sericea,Yellow-breasted Bird-of-paradise,NA,NA,5,NA,NA,NA,NA,NA,Male
123,5771,Cnemophilus loriae,Loria's Bird-of-paradise,NA,NA,5,NA,NA,NA,NA,NA,Male
123,5774,Manucodia atra,Glossy-mantled Manucode,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5775,Manucodia chalybata,Crinkle-collared Manucode,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5777,Manucodia jobiensis,Jobi Manucode,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5778,Manucodia keraudrenii,Trumpet Manucode,NA,NA,2,183,NA,NA,NA,NA,Male
123,5784,Epimachus albertisi,Black-billed Sicklebill,NA,NA,5,108,NA,NA,NA,NA,Male
123,5786,Lophorina superba,Superb Bird-of-paradise,NA,NA,5,NA,NA,NA,NA,NA,Male
123,5789,Parotia lawesii,Lawes's Parotia,NA,NA,5,NA,NA,NA,NA,NA,Male
123,5791,Parotia wahnesi,Wahnes's Parotia,NA,NA,5,NA,NA,NA,NA,NA,Male
123,5792,Ptiloris magnificus,Magnificent Riflebird,NA,9.6,5,NA,NA,NA,NA,NA,Male
123,5798,Cicinnurus regius,King Bird-of-paradise,NA,NA,5,53.1,NA,NA,NA,NA,Male
123,5800,Astrapia splendidissima,Splendid Astrapia,NA,NA,5,NA,NA,NA,NA,NA,Male
123,5802,Astrapia stephaniae,Stephanie's Astrapia,NA,NA,5,NA,NA,NA,NA,NA,Male
123,5804,Pteridophora alberti,King-of-Saxony Bird-of-paradise,NA,NA,5,NA,NA,NA,NA,NA,Male
123,5807,Paradisaea minor,Lesser Bird-of-paradise,NA,NA,5,NA,NA,NA,NA,NA,Male
123,5808,Paradisaea apoda,Greater Bird-of-paradise,NA,NA,5,NA,NA,NA,NA,NA,Male
123,5809,Paradisaea raggiana,Raggiana Bird-of-paradise,NA,NA,5,272,NA,NA,NA,NA,Male
123,5811,Paradisaea guilielmi,Emperor Bird-of-paradise,NA,NA,5,NA,NA,NA,NA,NA,Male
123,5812,Paradisaea rudolphi,Blue Bird-of-paradise,NA,NA,5,NA,NA,NA,NA,NA,Male
123,5813,Cracticus mentalis,Black-backed Butcherbird,NA,7.2,2,NA,NA,NA,NA,NA,Male
123,5814,Cracticus torquatus,Grey Butcherbird,NA,7.8,2,81.3,NA,NA,NA,NA,Male
123,5815,Cracticus cassicus,Hooded Butcherbird,NA,10.11,2,NA,NA,NA,NA,NA,Male
123,5817,Cracticus nigrogularis,Pied Butcherbird,NA,9.8,2,NA,NA,NA,NA,NA,Male
123,5818,Cracticus quoyi,Black Butcherbird,NA,11.5,2,NA,NA,NA,NA,NA,Male
123,5819,Gymnorhina tibicen,Australian Magpie,NA,16.2,2,NA,NA,NA,NA,NA,Male
123,5824,Artamus leucorynchus,White-breasted Woodswallow,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5826,Artamus maximus,Great Woodswallow,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5831,Artamus cinereus,Black-faced Woodswallow,NA,3.23,2,NA,NA,NA,NA,NA,Male
123,5832,Artamus cyanopterus,Dusky Woodswallow,NA,3.3,2,NA,NA,NA,NA,NA,Male
123,5833,Artamus minor,Little Woodswallow,NA,1.93,2,NA,NA,NA,NA,NA,Male
123,5835,Peltops blainvillii,Lowland Peltops,NA,3.12,2,NA,NA,NA,NA,NA,Male
123,5836,Peltops montanus,Mountain Peltops,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5841,Oriolus szalayi,Brown Oriole,NA,8.1,2,NA,NA,NA,NA,NA,Male
123,5842,Oriolus sagittatus,Olive-backed Oriole,NA,9.7,2,NA,NA,NA,NA,NA,Male
123,5843,Oriolus flavocinctus,Green Oriole,NA,8.9,2,NA,NA,NA,NA,NA,Male
123,5848,Oriolus oriolus,Eurasian Golden-Oriole,3.5,7.3,NA,69.3,153.9,23,27.8,87.8,Male
123,5849,Oriolus auratus,African Golden-Oriole,2.3,6.8,NA,NA,NA,NA,NA,NA,Male
123,5852,Oriolus chlorocephalus,Green-headed Oriole,NA,NA,NA,NA,133,24.6,27.2,101,Male
123,5853,Oriolus crassirostris,Sao Tome Oriole,NA,NA,NA,50,128,27.4,26.7,97.4,Male
123,5854,Oriolus brachyrhynchus,Western Black-headed Oriole,2,NA,NA,50.7,116.7,21.75,22.8,83.2,Male
123,5855,Oriolus monacha,Dark-headed Oriole,NA,NA,NA,NA,136,22.8,23.75,84.8,Male
123,5856,Oriolus larvatus,African Black-headed Oriole,2.06,6.7,NA,51.4,139,22.5,28.5,89.1,Male
123,5857,Oriolus percivali,Black-tailed Oriole,NA,NA,NA,NA,NA,NA,NA,NA,Male
123,5858,Oriolus nigripennis,Black-winged Oriole,NA,NA,NA,57.1,119,22,23.5,74,Male
123,5865,Sphecotheres viridis,Green Figbird,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5875,Coracina novaehollandiae,Black-faced Cuckooshrike,NA,8.6,2,119.6,NA,NA,NA,NA,Male
123,5876,Coracina caeruleogrisea,Stout-billed Cuckooshrike,NA,11.6,2,NA,NA,NA,NA,NA,Male
123,5881,Coracina boyeri,Boyer's Cuckooshrike,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5883,Coracina papuensis,White-bellied Cuckooshrike,NA,6.5,2,71.6,NA,NA,NA,NA,Male
123,5884,Coracina longicauda,Hooded Cuckooshrike,NA,8.2,2,NA,NA,NA,NA,NA,Male
123,5888,Coracina pectoralis,White-breasted Cuckooshrike,NA,4.9,NA,53.5,142,23.2,23.2,NA,Male
123,5889,Coracina caesia,Grey Cuckooshrike,NA,NA,NA,NA,131,24,23.1,NA,Male
123,5890,Coracina azurea,Blue Cuckooshrike,NA,NA,NA,46,111,20.4,20.8,NA,Male
123,5896,Coracina tenuirostris,Slender-billed Cicadabird,NA,8,2,NA,NA,NA,NA,NA,Male
123,5906,Coracina montana,Black-bellied Cuckooshrike,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5919,Lalage tricolor,White-winged Triller,NA,2.7,2,NA,NA,NA,NA,NA,Male
123,5922,Lalage atrovirens,Black-browed Triller,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5927,Campephaga petiti,Petit's Cuckoo-shrike,NA,NA,NA,32,97.1,19.2,18.4,NA,Male
123,5928,Campephaga flava,Black Cuckoo-shrike,NA,NA,NA,32.3,104,20.1,17.7,NA,Male
123,5929,Campephaga phoenicea,Red-shouldered Cuckoo-shrike,NA,NA,NA,27,97.8,18.4,17.9,NA,Male
123,5930,Campephaga quiscalina,Purple-throated Cuckoo-shrike,NA,NA,NA,39.7,100,19.7,19.2,NA,Male
123,5931,Campephaga lobata,Ghana Cuckoo-shrike,NA,NA,NA,NA,97.6,20.2,17.4,NA,Male
123,5932,Campephaga oriolina,Oriole Cuckoo-shrike,NA,NA,NA,NA,100,18.5,17.2,NA,Male
123,5958,Rhipidura leucophrys,Willie-wagtail,NA,2.42,2,NA,NA,NA,NA,NA,Male
123,5960,Rhipidura rufiventris,Northern Fantail,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5963,Rhipidura threnothorax,Sooty Thicket-Fantail,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5965,Rhipidura leucothorax,White-bellied Thicket-Fantail,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5966,Rhipidura atra,Black Fantail,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5967,Rhipidura hyperythra,Chestnut-bellied Fantail,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5968,Rhipidura albolimbata,Friendly Fantail,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5970,Rhipidura fuliginosa,Grey Fantail,NA,1.35,2,7.3,NA,NA,NA,NA,Male
123,5977,Rhipidura brachyrhyncha,Dimorphic Fantail,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5983,Rhipidura rufidorsa,Rufous-backed Fantail,NA,NA,2,NA,NA,NA,NA,NA,Male
123,5991,Dicrurus ludwigii,Square-tailed Drongo,2.6,3.1,NA,35.5,108,17,21.8,90,Male
123,5992,Dicrurus atripennis,Shining Drongo,2,3.8,NA,39,114,17.2,23.2,101,Male
123,5993,Dicrurus adsimilis,Fork-tailed Drongo,2.7,4.3,NA,NA,129,19.8,23.2,110,Male
123,5994,Dicrurus modestus,Velvet-mantled Drongo,NA,NA,NA,NA,127,19.6,25.5,113.5,Male
123,6005,Dicrurus hottentottus,Hair-crested Drongo,NA,7,2,81,NA,NA,NA,NA,Male
123,6010,Dicrurus bracteatus,Spangled Drongo,NA,NA,2,NA,NA,NA,NA,NA,Male
123,6014,Erythrocercus mccallii,Chestnut-capped Flycatcher,NA,NA,NA,NA,48.3,15.4,10.8,44.5,Male
123,6015,Erythrocercus holochlorus,Yellow Flycatcher,NA,NA,NA,5.8,47,15.7,9.9,41.8,Male
123,6016,Erythrocercus livingstonei,Livingstone's Flycatcher,2.25,0.75,NA,NA,50.2,14.9,8,47.2,Male
123,6017,Elminia longicauda,African Blue-Flycatcher,1.8,1.26,NA,10,65.7,15.8,13.2,79.9,Male
123,6018,Elminia albicauda,White-tailed Blue-Flycatcher,2,1.28,NA,NA,68.8,15.3,12.2,82.1,Male
123,6019,Trochocercus nigromitratus,Dusky Crested-Flycatcher,NA,1.36,NA,9.6,62.3,16.1,15.2,NA,Male
123,6020,Trochocercus albiventris,White-bellied Crested-Flycatcher,NA,1.29,NA,NA,61.8,17.5,13.4,NA,Male
123,6021,Trochocercus albonotatus,White-tailed Crested-Flycatcher,NA,1.65,NA,7.4,65.8,17.2,12.8,NA,Male
123,6022,Trochocercus nitens,Blue-headed Crested-Flycatcher,2,1.78,NA,11.8,64.7,16.3,15.2,70.9,Male
123,6023,Trochocercus cyanomelas,African Crested-Flycatcher,2.2,1.45,NA,10.2,68.6,17.1,14.4,73.1,Male
123,6028,Terpsiphone rufiventer,Black-headed Paradise-Flycatcher,2.5,2.26,NA,NA,76.9,15.4,19.7,87,Male
123,6029,Terpsiphone bedfordi,Bedford's Paradise-Flycatcher,2,NA,NA,NA,78.4,15.5,19.4,80.9,Male
123,6030,Terpsiphone rufocinerea,Rufous-vented Paradise-Flycatcher,2,1.87,NA,NA,79.7,15.4,19.3,81.9,Male
123,6031,Terpsiphone viridis,African Paradise-Flycatcher,2.38,1.86,NA,14.8,NA,NA,NA,83.9,Male
123,6032,Terpsiphone atrochalybeia,Sao Tome Paradise-Flycatcher,1.7,NA,NA,12.2,82,NA,NA,172.5,Male
123,6055,Monarcha axillaris,Black Monarch,NA,2.42,2,NA,NA,NA,NA,NA,Male
123,6058,Monarcha frater,Black-winged Monarch,NA,2.21,2,NA,NA,NA,NA,NA,Male
123,6059,Monarcha melanopsis,Black-faced Monarch,NA,3.28,2,NA,NA,NA,NA,NA,Male
123,6065,Monarcha leucotis,White-eared Monarch,NA,NA,2,NA,NA,NA,NA,NA,Male
123,6066,Monarcha guttulus,Spot-winged Monarch,NA,2.83,2,NA,NA,NA,NA,NA,Male
123,6068,Monarcha trivirgatus,Spectacled Monarch,NA,2.47,2,NA,NA,NA,NA,NA,Male
123,6075,Monarcha manadensis,Hooded Monarch,NA,3.58,2,NA,NA,NA,NA,NA,Male
123,6085,Monarcha chrysomela,Golden Monarch,NA,NA,2,NA,NA,NA,NA,NA,Male
123,6086,Arses telescophthalmus,Frilled Monarch,NA,2.3,2,NA,NA,NA,NA,NA,Male
123,6095,Myiagra rubecula,Leaden Flycatcher,NA,1.95,2,NA,NA,NA,NA,NA,Male
123,6104,Myiagra inquieta,Restless Flycatcher,NA,2.65,2,NA,NA,NA,NA,NA,Male
123,6105,Myiagra alecto,Shining Flycatcher,NA,NA,2,NA,NA,NA,NA,NA,Male
123,6110,Grallina cyanoleuca,Magpie-lark,NA,6.4,2,NA,NA,NA,NA,NA,Male
123,6111,Grallina bruijni,Torrent-lark,NA,NA,2,NA,NA,NA,NA,NA,Male
123,6116,Lanioturdus torquatus,Chatshrike,2.4,2.5,NA,NA,86.7,NA,NA,NA,Male
123,6117,Nilaus afer,Brubru,2,3.5,NA,23.2,82.9,NA,NA,NA,Male
123,6118,Dryoscopus gambensis,Northern Puffback,2,NA,NA,32.5,93.6,NA,NA,78.5,Male
123,6119,Dryoscopus pringlii,Pringle's Puffback,NA,NA,NA,19.5,71.5,22,15.5,59.7,Male
123,6120,Dryoscopus cubla,Black-backed Puffback,2.5,3.05,NA,27.1,81.8,NA,NA,66.7,Male
123,6121,Dryoscopus senegalensis,Red-eyed Puffback,2,NA,NA,34,81.6,22.4,NA,62.5,Male
123,6122,Dryoscopus angolensis,Pink-footed Puffback,NA,NA,NA,34.9,NA,NA,NA,63.8,Male
123,6123,Dryoscopus sabini,Large-billed Puffback,NA,NA,NA,38.5,83.3,NA,29,71.9,Male
123,6124,Tchagra minuta,Marsh Tchagra,NA,3.7,NA,34.1,74.3,26.4,24.1,NA,Male
123,6126,Tchagra senegala,Black-crowned Tchagra,2.4,4,NA,NA,86.5,30.3,24,94.6,Male
123,6127,Tchagra australis,Brown-crowned Tchagra,2.4,3.45,NA,35.6,76.3,26.8,NA,84.1,Male
123,6128,Tchagra jamesi,Three-streaked Tchagra,2.5,2.55,NA,27,70.9,24.4,20.2,86.3,Male
123,6129,Tchagra tchagra,Southern Tchagra,2.2,3.97,NA,NA,84.3,28.5,31.3,94.3,Male
123,6130,Laniarius ruficeps,Red-naped Bushshrike,3,2.85,NA,35,79.2,28.4,18.3,77.1,Male
123,6131,Laniarius luehderi,Luehder's Bushshrike,1.5,3.85,NA,43.5,91,30.5,21.3,82,Male
123,6132,Laniarius brauni,Orange-breasted Bushshrike,NA,NA,NA,55,91,32.5,21,84,Male
123,6133,Laniarius amboimensis,Gabela Bushshrike,NA,NA,NA,NA,93,33,24,85,Male
123,6135,Laniarius turatii,Turati's Boubou,2,NA,NA,NA,97.3,35.7,23.8,91.3,Male
123,6136,Laniarius aethiopicus,Tropical Boubou,2.5,NA,NA,55.8,102.5,36,25,94.5,Male
123,6137,Laniarius bicolor,Gabon Boubou,2,NA,NA,53.3,107,36.7,24.25,103,Male
123,6138,Laniarius ferrugineus,Southern Boubou,2.5,4.1,NA,60.2,99.9,35.9,NA,NA,Male
123,6139,Laniarius barbarus,Common Gonolek,2,3.59,NA,NA,110,33.6,21.2,105,Male
123,6140,Laniarius erythrogaster,Black-headed Gonolek,2,NA,NA,NA,106,34.4,22,95.2,Male
123,6141,Laniarius atrococcineus,Crimson-breasted Gonolek,2.8,3.75,NA,NA,100,33,21.2,98,Male
123,6142,Laniarius mufumbiri,Papyrus Gonolek,NA,NA,NA,45.5,NA,NA,NA,NA,Male
123,6143,Laniarius atroflavus,Yellow-breasted Boubou,2,3.48,NA,NA,84.75,31.25,18.6,72.3,Male
123,6144,Laniarius funebris,Slate-colored Boubou,2.1,2.8,NA,41.6,89.6,33.5,22.2,85.3,Male
123,6145,Laniarius leucorhynchus,Sooty Boubou,2,4.2,NA,53.5,97.6,30.8,24.3,82,Male
123,6146,Laniarius poensis,Mountain Boubou,2,NA,NA,NA,82.5,31.4,20.5,71,Male
123,6147,Laniarius fuelleborni,Fuelleborn's Boubou,1.5,3.8,NA,44,90.6,33,21.4,77.1,Male
123,6148,Rhodophoneus cruentus,Rosy-patched Bushshrike,NA,NA,NA,54,NA,NA,NA,NA,Male
123,6149,Telophorus zeylonus,Bokmakierie Bushshrike,NA,4.7,NA,65.1,98.7,34,26.8,97,Male
123,6150,Telophorus bocagei,Grey-green Bushshrike,NA,2.88,NA,27.3,NA,NA,NA,NA,Male
123,6151,Telophorus sulfureopectus,Sulphur-breasted Bushshrike,NA,2.75,NA,31.7,92.2,25.1,20.2,NA,Male
123,6152,Telophorus olivaceus,Olive Bushshrike,NA,3,NA,34.5,83.2,25.6,21.4,NA,Male
123,6153,Telophorus multicolor,Many-colored Bushshrike,NA,NA,NA,50.9,97.8,26.2,22.9,NA,Male
123,6154,Telophorus nigrifrons,Black-fronted Bushshrike,NA,3.4,NA,34.9,91.4,24.6,20.6,NA,Male
123,6156,Telophorus viridis,Perrin's Bushshrike,2,NA,NA,38,81.3,27.3,21.7,84.5,Male
123,6157,Telophorus dohertyi,Doherty's Bushshrike,NA,3.63,NA,38,79.9,29.2,22.1,80.2,Male
123,6159,Malaconotus cruentus,Fiery-breasted Bushshrike,3,6,NA,72.1,111,NA,31.6,NA,Male
123,6160,Malaconotus lagdeni,Lagden's Bushshrike,2,6.69,NA,84,110.5,33.5,31,100,Male
123,6161,Malaconotus gladiator,Green-breasted Bushshrike,NA,NA,NA,NA,120,35,33.3,113,Male
123,6162,Malaconotus blanchoti,Grey-headed Bushshrike,2.9,6.25,NA,77.7,NA,NA,NA,NA,Male
123,6165,Prionops plumatus,White Helmetshrike,3.9,3.1,NA,32.7,105,NA,NA,99.4,Male
123,6166,Prionops poliolophus,Grey-crested Helmetshrike,NA,3.25,NA,49,128,24.8,25.7,101,Male
123,6167,Prionops alberti,Yellow-crested Helmetshrike,NA,NA,NA,61,132,23.3,24.8,97.1,Male
123,6168,Prionops caniceps,Chestnut-bellied Helmetshrike,NA,NA,NA,56,117,20.2,25.1,79.6,Male
123,6169,Prionops rufiventris,Gabon Helmetshrike,NA,NA,NA,42.4,110,NA,NA,83,Male
123,6170,Prionops retzii,Retz's Helmetshrike,3.4,3.9,NA,43.1,NA,NA,NA,92.3,Male
123,6171,Prionops gabela,Angola Helmetshrike,NA,NA,NA,NA,112,22,22,71,Male
123,6172,Prionops scopifrons,Chestnut-fronted Helmetshrike,3,NA,NA,29.1,98.8,19.8,22.2,76.9,Male
123,6173,Bias flammulatus,African Shrike-flycatcher,NA,2.75,NA,27.6,87.3,15.9,22.2,NA,Male
123,6174,Bias musicus,Black-and-white Shrike-flycatcher,2,2.27,NA,22.1,87.7,14,23,49.3,Male
123,6176,Batis diops,Ruwenzori Batis,NA,NA,NA,12.8,63.1,18.5,15.5,40.9,Male
123,6177,Batis margaritae,Boulton's Batis,NA,NA,NA,12.3,62.7,NA,15.3,42.7,Male
123,6178,Batis mixta,Short-tailed Batis,NA,NA,NA,8.8,62.6,18.6,15.6,35.6,Male
123,6181,Batis capensis,Cape Batis,2.1,1.75,NA,11.8,61.6,NA,16.6,45.1,Male
123,6182,Batis fratrum,Zululand Batis,2.4,1.63,NA,12.2,61.2,NA,16.5,34.8,Male
123,6183,Batis molitor,Chinspot Batis,2,1.56,NA,9.6,62,NA,16.1,46.9,Male
123,6184,Batis soror,Pale Batis,2,NA,NA,9.6,56.2,NA,NA,36.4,Male
123,6185,Batis pririt,Pririt Batis,2,1.36,NA,9.7,56.7,NA,14.9,44.7,Male
123,6186,Batis senegalensis,Senegal Batis,2,1.15,NA,9.3,58,NA,15.7,42.3,Male
123,6187,Batis orientalis,Grey-headed Batis,2.5,1.51,NA,9,57.9,NA,15.3,40.4,Male
123,6188,Batis minor,Black-headed Batis,2,1.24,NA,NA,61.8,16.5,16.5,44.2,Male
123,6189,Batis perkeo,Pygmy Batis,NA,NA,NA,6.2,52,16.5,15.3,33.9,Male
123,6190,Batis minima,Verreaux's Batis,NA,NA,NA,NA,49.5,12.5,12.1,32.1,Male
123,6191,Batis ituriensis,Ituri Batis,NA,NA,NA,NA,49.1,13.7,14.1,30.5,Male
123,6193,Batis poensis,Fernando Po Batis,NA,NA,NA,9.1,49.8,NA,14.3,30.1,Male
123,6194,Batis minulla,Angola Batis,2,NA,NA,NA,55.1,NA,15.25,38,Male
123,6195,Platysteira cyanea,Brown-throated Wattle-eye,2,1.88,NA,15,64,19.4,16.9,47.6,Male
123,6197,Platysteira albifrons,White-fronted Wattle-eye,NA,NA,NA,NA,60.7,18.6,17.5,47.5,Male
123,6198,Platysteira peltata,Black-throated Wattle-eye,1.9,1.98,NA,NA,67.6,19.7,17.6,55.2,Male
123,6199,Platysteira castanea,Chestnut Wattle-eye,NA,NA,NA,14.3,58.7,15.4,15,NA,Male
123,6200,Platysteira tonsa,White-spotted Wattle-eye,NA,NA,NA,11.5,54.2,14.9,14.3,NA,Male
123,6201,Platysteira blissetti,Red-cheeked Wattle-eye,NA,NA,NA,NA,52.3,17.5,14.8,NA,Male
123,6204,Platysteira concreta,Yellow-bellied Wattle-eye,NA,NA,NA,NA,59.8,16.9,14.6,NA,Male
125,6226,Chaetops frenatus,Rufous Rock-jumper,2,5.94,NA,NA,90.2,40.6,NA,89.2,Male
125,6228,Picathartes gymnocephalus,White-necked Rockfowl,2,15.2,NA,NA,156,NA,NA,NA,Male
125,6229,Picathartes oreas,Grey-necked Rockfowl,2.3,15.9,NA,NA,151,65,38.5,142.5,Male
126,6233,Phainopepla nitens,Phainopepla,2.32,NA,NA,20.7,9.26,18.3,10.9,100.7,Male
126,6235,Bombycilla garrulus,Bohemian Waxwing,4.5,NA,2,55,118,20.8,17.8,57.8,Male
126,6237,Bombycilla cedrorum,Cedar Waxwing,4.12,NA,2,30.8,93.8,16.5,6.78,52.7,Male
127,6238,Cinclus cinclus,White-throated Dipper,4.52,4.6,NA,66.4,97.8,29.5,22.3,52,Male
127,6240,Cinclus mexicanus,American Dipper,4.16,4.38,NA,60,90,29.3,17.5,49.3,Male
127,6241,Cinclus leucocephalus,White-capped Dipper,NA,NA,2,45,NA,NA,NA,NA,Male
128,6243,Neocossyphus finschii,Finsch's Flycatcher-Thrush,NA,NA,NA,37.7,101.8,NA,16.7,NA,Male
128,6244,Neocossyphus fraseri,Rufous Flycatcher-Thrush,NA,NA,NA,35.8,98,20.2,15.6,NA,Male
128,6245,Neocossyphus rufus,Red-tailed Ant-Thrush,NA,5.4,NA,68.7,118,29.4,20.2,NA,Male
128,6246,Neocossyphus poensis,White-tailed Ant-Thrush,NA,NA,NA,53.1,106,27,19,NA,Male
128,6250,Monticola rupestris,Cape Rock-Thrush,3,5.35,NA,60.5,113,NA,NA,58.6,Male
128,6251,Monticola explorator,Sentinel Rock-Thrush,NA,5.4,NA,NA,102,34.2,24.6,NA,Male
128,6252,Monticola brevipes,Short-toed Rock-Thrush,3,3.45,NA,NA,102,25.2,25.1,64,Male
128,6254,Monticola angolensis,Miombo Rock-Thrush,2.7,4.15,NA,NA,103,26.3,22.9,60.1,Male
128,6255,Monticola saxatilis,Rufous-tailed Rock-Thrush,4.5,4.95,NA,47,124.1,28.3,25,60.8,Male
128,6256,Monticola rufocinereus,Little Rock-Thrush,4,3.49,NA,24.3,87.1,25.2,20,64.3,Male
128,6260,Monticola solitarius,Blue Rock-Thrush,4.54,5.95,NA,45.4,128,30,30.4,85.2,Male
128,6279,Zoothera sibirica,Siberian Thrush,NA,NA,NA,60,120.9,29.2,23,80,Male
128,6280,Zoothera naevia,Varied Thrush,NA,7.3,NA,78.4,124.7,31.4,20.7,NA,Male
128,6282,Zoothera piaggiae,Abyssinian Ground-Thrush,2,4.99,NA,50.3,103,34.3,21.5,83.2,Male
128,6284,Zoothera crossleyi,Crossley's Ground-Thrush,NA,NA,NA,70,110,34.7,24.3,74.6,Male
128,6285,Zoothera gurneyi,Orange Ground-Thrush,2,5.2,NA,60.4,111,35.4,22.3,79.1,Male
128,6286,Zoothera oberlaenderi,Oberlaender's Ground-Thrush,NA,NA,NA,42,101,27.5,20.6,63.8,Male
128,6287,Zoothera cameronensis,Black-eared Ground-Thrush,NA,NA,NA,NA,97.6,27.9,19.1,62,Male
128,6288,Zoothera princei,Grey Ground-Thrush,2.2,NA,NA,63.1,114,35.8,22.6,71.2,Male
128,6290,Zoothera guttata,Spotted Ground-Thrush,2.5,5.8,NA,74,119,32,24.4,80.3,Male
128,6295,Zoothera dauma,Scaly Thrush,4.5,8.1,2,150,166.2,36.6,30.7,109.1,Male
128,6309,Sialia sialis,Eastern Bluebird,4.4,3.1,2,27.9,NA,NA,NA,NA,Male
128,6310,Sialia mexicana,Western Bluebird,5.06,3,2,25.8,108.5,23.08,11.63,68.9,Male
128,6311,Sialia currucoides,Mountain Bluebird,5.52,3.2,2,NA,112.9,22.2,10.2,73.1,Male
128,6312,Myadestes myadestinus,Kamao,1.5,NA,NA,NA,NA,NA,NA,NA,Male
