Family,Species_number,Species_name,English_name,M_mass,M_mass_N,F_mass,F_mass_N,unsexed_mass,unsexed_mass_N,M_wing,M_wing_N,F_wing,F_wing_N,Unsexed_wing,Unsexed_wing_N,M_tarsus,M_tarsus_N,F_tarsus,F_tarsus_N,Unsexed_tarsus,Unsexed_tarsus_N,M_bill,M_bill_N,F_bill,F_bill_N,Unsexed_bill,Unsexed_bill_N,M_tail,M_tail_N,F_tail,F_tail_N,Unsexed_tail,Unsexed_tail_N,Clutch_size,Egg_mass,Mating_System
79,3067,Burhinus capensis,Spotted Thick-knee,NA,NA,440.5,NA,NA,NA,231,NA,231,NA,NA,NA,95,NA,95,NA,NA,NA,36.8,NA,36.8,NA,NA,NA,NA,NA,NA,NA,123,36,2,NA,NA
79,3068,Burhinus bistriatus,Double-striped Thick-knee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,115.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,3070,Burhinus grallarius,Bush Thick-knee,671.5,NA,625.3,NA,695,NA,278.8,NA,272,NA,285,NA,137,NA,130.9,NA,NA,NA,49.2,NA,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,41.8,2
79,3071,Burhinus recurvirostris,Great Thick-knee,NA,NA,NA,NA,790,NA,NA,NA,NA,NA,262.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,3072,Burhinus giganteus,Beach Thick-knee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5,NA,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3073,Haematopus ostralegus,Eurasian Oystercatcher,500,NA,536,NA,NA,NA,254,NA,255,NA,NA,NA,50.1,NA,51.5,NA,NA,NA,69.6,NA,78.4,NA,NA,NA,104,59,105,46,NA,NA,2.77,46.7,2
80,3075,Haematopus moquini,African Oystercatcher,668,NA,730,NA,NA,NA,275,NA,279,NA,NA,NA,56.1,NA,57.8,NA,NA,NA,63.2,NA,71.6,NA,NA,NA,81.4,21,76,18,NA,NA,3.88,55.8,NA
80,3076,Haematopus finschi,South Island Oystercatcher,517,NA,554,NA,NA,NA,253,NA,260,NA,NA,NA,47.2,NA,48.9,NA,NA,NA,80.3,NA,92.3,NA,NA,NA,98,18,100,9,NA,NA,2.33,44.2,2
80,3077,Haematopus bachmani,Black Oystercatcher,NA,NA,NA,NA,681,NA,245,NA,247.5,NA,NA,NA,51.9,NA,53.1,NA,NA,NA,68.3,NA,73.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,45.2,2
80,3078,Haematopus palliatus,American Oystercatcher,NA,NA,NA,NA,560,NA,254.4,NA,259.5,NA,NA,NA,55.7,NA,58.6,NA,NA,NA,83,NA,92.3,NA,NA,NA,103,30,104,29,NA,NA,2.45,44.9,2
80,3079,Haematopus longirostris,Pied Oystercatcher,602.3,NA,626.3,NA,650,NA,274.7,NA,280.9,NA,275,NA,56.6,NA,58.9,NA,NA,NA,73.8,NA,84.8,NA,NA,NA,108.4,14,111,13,NA,NA,2.08,49,2
80,3080,Haematopus unicolor,Variable Oystercatcher,717,NA,734,NA,NA,NA,273,NA,279,NA,276.5,NA,56.5,NA,56.4,NA,NA,NA,82.8,NA,91.8,NA,NA,NA,106,16,106,13,NA,NA,2.4,48.2,2
80,3081,Haematopus fuliginosus,Sooty Oystercatcher,740.3,NA,778.5,NA,NA,NA,290.4,NA,289.9,NA,NA,NA,55.7,NA,55.2,NA,NA,NA,71.3,NA,81.4,NA,NA,NA,117.8,25,117.7,17,NA,NA,1.8,69.5,2
80,3082,Haematopus ater,Blackish Oystercatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3,NA,57.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3083,Haematopus leucopodus,Magellanic Oystercatcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,NA,48.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3084,Ibidorhyncha struthersii,Ibisbill,NA,NA,NA,NA,294,NA,233.5,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA
80,3085,Himantopus himantopus,Black-winged Stilt,164,NA,157,NA,NA,NA,247,NA,232,NA,NA,NA,127,NA,115,NA,NA,NA,63.7,NA,61.1,NA,NA,NA,71.8,11,70.5,12,NA,NA,3.91,21.8,NA
80,3087,Himantopus novaezelandiae,Black Stilt,219,NA,227,NA,NA,NA,NA,NA,NA,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,1,77.8,5,NA,NA,4,NA,2
80,3088,Himantopus mexicanus,Black-necked Stilt,170.4,NA,168.7,NA,NA,NA,227,NA,217.5,NA,220,NA,108.8,NA,103.6,NA,NA,NA,65.3,NA,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69,21,NA
80,3090,Cladorhynchus leucocephalus,Banded Stilt,262.8,NA,261,NA,NA,NA,201.5,NA,196.2,NA,NA,NA,86.8,NA,80.8,NA,NA,NA,71.4,NA,66.3,NA,NA,NA,82.7,32,78.3,18,NA,NA,3,NA,NA
80,3091,Recurvirostra avosetta,Pied Avocet,NA,NA,NA,NA,306,NA,226,NA,225,NA,NA,NA,88.9,NA,82.4,NA,NA,NA,86.1,NA,78.3,NA,NA,NA,84.5,12,83.2,15,NA,NA,3.89,31.7,NA
80,3092,Recurvirostra americana,American Avocet,323.4,NA,309.8,NA,NA,NA,222.4,NA,217.7,NA,NA,NA,91.3,NA,90.3,NA,NA,NA,89.6,NA,88.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78,28.7,NA
80,3093,Recurvirostra novaehollandiae,Red-necked Avocet,325.9,NA,322.8,NA,NA,NA,233.3,NA,232,NA,NA,NA,88.9,NA,86.3,NA,NA,NA,92.6,NA,87.8,NA,NA,NA,82,16,83.3,9,NA,NA,3.9,NA,NA
80,3094,Recurvirostra andina,Andean Avocet,NA,NA,NA,NA,NA,NA,247.2,NA,245.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3095,Pluvialis apricaria,Eurasian Golden-Plover,175,NA,176,NA,NA,NA,190,NA,190,NA,NA,NA,40.9,NA,40.2,NA,NA,NA,21.8,NA,21.6,NA,NA,NA,71.8,40,72.6,40,NA,NA,3.85,32.8,2
80,3096,Pluvialis fulva,Pacific Golden-Plover,130,NA,140,NA,NA,NA,165.9,NA,168.7,NA,NA,NA,43.8,NA,43.6,NA,NA,NA,24.1,NA,23.5,NA,NA,NA,61.4,34,60.8,17,NA,NA,3.94,NA,NA
80,3097,Pluvialis dominica,American Golden-Plover,145,NA,146,NA,NA,NA,182,NA,182,NA,NA,NA,43.3,NA,43.1,NA,NA,NA,23.2,NA,23.3,NA,NA,NA,65.5,88,64.4,60,NA,NA,3.93,26,2
80,3098,Pluvialis squatarola,Grey Plover,240.4,NA,NA,NA,NA,NA,197,NA,199,NA,NA,NA,46.8,NA,47,NA,NA,NA,28.9,NA,29,NA,NA,NA,73.3,8,72.7,4,NA,NA,3.96,34.2,2
80,3099,Charadrius obscurus,Red-breasted Plover,160,NA,110,NA,NA,NA,159.3,NA,159.1,NA,NA,NA,38.5,NA,37.2,NA,NA,NA,29,NA,27.5,NA,NA,NA,63.7,10,62.7,10,NA,NA,2.8,21.7,2
80,3100,Charadrius hiaticula,Common Ringed Plover,63.5,NA,64.7,NA,NA,NA,132,NA,135,NA,NA,NA,25.6,NA,25.9,NA,NA,NA,14.1,NA,14.5,NA,NA,NA,58.1,16,59.4,9,NA,NA,3.79,10.9,2
80,3101,Charadrius semipalmatus,Semipalmated Plover,46.1,NA,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4,9,56.8,5,NA,NA,3.79,NA,2
80,3102,Charadrius placidus,Long-billed Plover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3103,Charadrius dubius,Little Ringed Plover,38.3,NA,39.2,NA,NA,NA,117,NA,116,NA,NA,NA,25,NA,24.7,NA,NA,NA,12.7,NA,12.9,NA,NA,NA,57.6,10,55.8,13,NA,NA,3.88,7.7,2
80,3104,Charadrius wilsonia,Wilson's Plover,59,NA,63,NA,NA,NA,116.4,NA,117.6,NA,NA,NA,29,NA,28.6,NA,NA,NA,20.7,NA,20.8,NA,NA,NA,48.9,11,48.2,27,NA,NA,2.91,12.4,NA
80,3105,Charadrius vociferus,Killdeer,92.1,NA,101,NA,NA,NA,167,NA,167,NA,NA,NA,35.7,NA,35.9,NA,NA,NA,20.2,NA,20.3,NA,NA,NA,95.1,30,94.5,32,NA,NA,4,14.5,2
80,3107,Charadrius sanctaehelenae,St. Helena Plover,NA,NA,NA,NA,41.8,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA
80,3108,Charadrius pecuarius,Kittlitz's Plover,NA,NA,NA,NA,NA,NA,106,NA,106,NA,NA,NA,30.8,NA,NA,NA,NA,NA,15,NA,15,NA,NA,NA,43.8,9,42.9,5,NA,NA,1.88,NA,NA
80,3109,Charadrius tricollaris,Three-banded Plover,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,23,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,15,53.3,14,NA,NA,2.37,NA,2
80,3111,Charadrius melodus,Piping Plover,54.9,NA,55.6,NA,NA,NA,121,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9,31,50,24,NA,NA,3.64,9.4,NA
80,3113,Charadrius alexandrinus,Kentish Plover,48.2,NA,47.1,NA,NA,NA,111,NA,112,NA,NA,NA,27.7,NA,27.2,NA,NA,NA,15.4,NA,15.2,NA,NA,NA,43.1,32,42.5,35,NA,NA,2.91,9,NA
80,3114,Charadrius marginatus,White-fronted Plover,48.3,NA,48.3,NA,NA,NA,110,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,17,NA,NA,NA,NA,NA,NA,NA,50,24,1.97,NA,2
80,3115,Charadrius ruficapillus,Red-capped Plover,37.3,NA,37.6,NA,NA,NA,105.4,NA,105,NA,NA,NA,25.7,NA,25.6,NA,NA,NA,13.8,NA,13.9,NA,NA,NA,41.5,24,39.7,18,NA,NA,2,NA,2
80,3118,Charadrius collaris,Collared Plover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3119,Charadrius bicinctus,Double-banded Plover,58.8,NA,58.4,NA,NA,NA,130.2,NA,127.2,NA,NA,NA,31.3,NA,30.1,NA,NA,NA,17.2,NA,17,NA,NA,NA,56.3,26,57.3,9,NA,NA,2.93,11.5,2
80,3122,Charadrius mongolus,Mongolian Plover,NA,NA,NA,NA,NA,NA,130,NA,131,NA,NA,NA,34.6,NA,34.5,NA,NA,NA,18.6,NA,18.6,NA,NA,NA,51.7,16,52.5,12,NA,NA,NA,NA,NA
80,3123,Charadrius leschenaultii,Greater Sand Plover,NA,NA,NA,NA,NA,NA,141,NA,144,NA,NA,NA,36.9,NA,36.7,NA,NA,NA,23.3,NA,23.2,NA,NA,NA,53.5,6,51.9,13,NA,NA,2.77,NA,NA
80,3124,Charadrius asiaticus,Caspian Plover,75.6,NA,76.2,NA,NA,NA,150,NA,150,NA,NA,NA,39.7,NA,40,NA,NA,NA,19.8,NA,20.1,NA,NA,NA,54.7,13,52.5,8,NA,NA,3,NA,NA
80,3125,Charadrius veredus,Oriental Plover,NA,NA,NA,NA,NA,NA,166.5,NA,164.5,NA,NA,NA,46.2,NA,45,NA,NA,NA,22.5,NA,22.3,NA,NA,NA,62.5,11,61.4,9,NA,NA,NA,NA,NA
80,3126,Charadrius montanus,Mountain Plover,102,NA,114,NA,NA,NA,146,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,16.5,2
80,3127,Charadrius modestus,Rufous-chested Plover,NA,NA,NA,NA,NA,NA,139.6,NA,139.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3128,Charadrius rubricollis,Hooded Plover,NA,NA,NA,NA,NA,NA,143.2,NA,144.4,NA,NA,NA,26,NA,26.2,NA,NA,NA,17.7,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2
80,3129,Thinornis novaeseelandiae,Shore Plover,NA,NA,NA,NA,NA,NA,121.2,NA,121.1,NA,NA,NA,23.1,NA,22.8,NA,NA,NA,23.9,NA,22.7,NA,NA,NA,61.1,26,61.3,29,NA,NA,2.8,12.6,2
80,3130,Erythrogonys cinctus,Red-kneed Dotterel,46.8,NA,50,NA,NA,NA,111.5,NA,112.2,NA,NA,NA,40.5,NA,40.1,NA,NA,NA,21.2,NA,20.7,NA,NA,NA,44.2,15,43.3,11,NA,NA,3.66,NA,2
80,3131,Eudromias morinellus,Eurasian Dotterel,100,NA,117,NA,NA,NA,151,NA,155,NA,NA,NA,35.3,NA,36.4,NA,NA,NA,15.9,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1
80,3132,Oreopholus ruficollis,Tawny-throated Dotterel,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3133,Anarhynchus frontalis,Wrybill,58.6,NA,56.7,NA,NA,NA,119.3,NA,119,NA,117,NA,30,NA,29.3,NA,NA,NA,29.9,NA,28.8,NA,NA,NA,44.9,15,43.6,11,NA,NA,1.95,11.4,2
80,3134,Phegornis mitchellii,Diademed Sandpiper-Plover,NA,NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3135,Peltohyas australis,Inland Dotterel,80,NA,88.2,NA,NA,NA,141.8,NA,140,NA,NA,NA,35.4,NA,35,NA,NA,NA,17.2,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
80,3136,Elseyornis melanops,Black-fronted Dotterel,28.5,NA,31.5,NA,NA,NA,110,NA,112.5,NA,NA,NA,26.1,NA,26.3,NA,NA,NA,15.4,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
80,3137,Vanellus vanellus,Northern Lapwing,211,NA,226,NA,NA,NA,229,NA,224,NA,NA,NA,47.4,NA,47,NA,NA,NA,24.1,NA,23.9,NA,NA,NA,106,49,101,21,NA,NA,3.85,25.5,NA
80,3138,Vanellus crassirostris,Long-toed Lapwing,170,NA,170,NA,NA,NA,211,NA,207,NA,NA,NA,NA,NA,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,3,94.8,5,NA,NA,3,19.6,NA
80,3139,Vanellus malabaricus,Yellow-wattled Lapwing,NA,NA,NA,NA,140,NA,195.5,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA
80,3141,Vanellus tricolor,Banded Lapwing,NA,NA,NA,NA,184,NA,196.3,NA,193.4,NA,NA,NA,47.5,NA,47.6,NA,NA,NA,22.5,NA,23,NA,NA,NA,82.2,5,79.2,6,NA,NA,3.77,21.6,2
80,3142,Vanellus miles,Masked Lapwing,264.2,NA,252.8,NA,328,NA,227.2,NA,223.2,NA,229,NA,79.2,NA,76.9,NA,NA,NA,36.1,NA,35.2,NA,NA,NA,95.4,9,92.5,8,NA,NA,3.62,32,2
80,3143,Vanellus armatus,Blacksmith Lapwing,162,NA,167,NA,NA,NA,207,NA,207,NA,NA,NA,72.1,NA,73,NA,NA,NA,27.7,NA,27.6,NA,NA,NA,87.7,7,83.6,7,NA,NA,3.1,16.5,NA
80,3144,Vanellus spinosus,Spur-winged Lapwing,191.5,NA,183.8,NA,NA,NA,NA,NA,200.7,NA,NA,NA,70.7,NA,69.1,NA,NA,NA,27.2,NA,26.7,NA,NA,NA,92.8,12,91.7,9,NA,NA,3.5,16.4,NA
80,3145,Vanellus duvaucelii,River Lapwing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3146,Vanellus tectus,Black-headed Lapwing,NA,NA,NA,NA,NA,NA,191,NA,190,NA,NA,NA,58.9,NA,56.6,NA,NA,NA,24.3,NA,23.3,NA,NA,NA,85.9,8,85.5,8,NA,NA,2.2,NA,NA
80,3147,Vanellus melanocephalus,Spot-breasted Lapwing,NA,NA,NA,NA,213.5,NA,233,NA,234,NA,NA,NA,63,NA,61,NA,NA,NA,25,NA,25.3,NA,NA,NA,104,1,89,4,NA,NA,4,NA,NA
80,3149,Vanellus indicus,Red-wattled Lapwing,NA,NA,NA,NA,NA,NA,240,NA,230,NA,NA,NA,78.1,NA,75.9,NA,NA,NA,33.7,NA,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3150,Vanellus albiceps,White-headed Lapwing,NA,NA,NA,NA,NA,NA,218,NA,218,NA,NA,NA,75.1,NA,74.2,NA,NA,NA,33.4,NA,33,NA,NA,NA,99.4,8,98.4,5,NA,NA,3.1,NA,NA
80,3151,Vanellus senegallus,Wattled Lapwing,NA,NA,NA,NA,NA,NA,236,NA,237,NA,NA,NA,89.5,NA,86.6,NA,NA,NA,34,NA,33.9,NA,NA,NA,96,8,93.6,8,NA,NA,2.5,23.3,NA
80,3152,Vanellus lugubris,Senegal Lapwing,109.5,NA,113,NA,NA,NA,178,NA,171,NA,NA,NA,62.4,NA,59,NA,NA,NA,22.2,NA,20.7,NA,NA,NA,64.8,5,61.9,7,NA,NA,3,13.7,NA
80,3153,Vanellus melanopterus,Black-winged Lapwing,NA,NA,NA,NA,NA,NA,210,NA,205,NA,NA,NA,60.1,NA,58.3,NA,NA,NA,26.1,NA,26.4,NA,NA,NA,73,7,70.9,7,NA,NA,3,18.2,NA
80,3154,Vanellus coronatus,Crowned Lapwing,171,NA,156,NA,NA,NA,196,NA,195,NA,NA,NA,70,NA,65.5,NA,NA,NA,31.1,NA,30.4,NA,NA,NA,87.9,8,83.3,8,NA,NA,2.6,17,NA
80,3155,Vanellus superciliosus,Brown-chested Lapwing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,2,70.3,5,NA,NA,3.5,NA,NA
80,3156,Vanellus gregarius,Sociable Lapwing,252,NA,200,NA,NA,NA,206,NA,204,NA,NA,NA,59.8,NA,59.2,NA,NA,NA,29.4,NA,28.7,NA,NA,NA,84.2,22,81.9,19,NA,NA,NA,26.5,NA
80,3157,Vanellus leucurus,White-tailed Lapwing,NA,NA,NA,NA,NA,NA,179,NA,177,NA,NA,NA,73.5,NA,71,NA,NA,NA,29.4,NA,29.1,NA,NA,NA,74,20,72.1,19,NA,NA,NA,NA,NA
80,3158,Vanellus cayanus,Pied Lapwing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6,NA,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3159,Vanellus chilensis,Southern Lapwing,NA,NA,NA,NA,352.5,NA,232,NA,230.1,NA,NA,NA,74.6,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,NA
81,3161,Dromas ardeola,Crab Plover,NA,NA,NA,NA,NA,NA,215,NA,215,NA,NA,NA,93.6,NA,93.8,NA,NA,NA,58.1,NA,56.8,NA,NA,NA,67.2,12,68.1,10,NA,NA,1,45,NA
81,3162,Pluvianus aegyptius,Crocodile-bird,NA,NA,NA,NA,82,NA,139,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4,14,61.2,13,NA,NA,2.4,9.2,NA
81,3163,Rhinoptilus africanus,Double-banded Courser,86,NA,88,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA
81,3164,Rhinoptilus chalcopterus,Bronze-winged Courser,151,NA,155.2,NA,NA,NA,180,NA,180,NA,NA,NA,NA,NA,NA,NA,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,3165,Rhinoptilus cinctus,Three-banded Courser,125,NA,NA,NA,NA,NA,163.5,NA,163.5,NA,NA,NA,72.5,NA,72.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,3166,Rhinoptilus bitorquatus,Jerdon's Courser,NA,NA,NA,NA,164.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,3167,Cursorius cursor,Cream-colored Courser,131,NA,128,NA,NA,NA,158,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.2,14,59.4,10,NA,NA,2,13.9,NA
81,3168,Cursorius rufus,Burchell's Courser,NA,NA,NA,NA,75,NA,135,NA,135,NA,NA,NA,48,NA,48,NA,NA,NA,22.9,NA,22.9,NA,NA,NA,NA,NA,NA,NA,45.9,27,1.9,NA,NA
81,3169,Cursorius temminckii,Temminck's Courser,68.6,NA,74.3,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
81,3170,Cursorius coromandelicus,Indian Courser,NA,NA,NA,NA,NA,NA,153,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,3171,Glareola pratincola,Collared Pratincole,79,NA,75,NA,NA,NA,198,NA,192,NA,NA,NA,32.5,NA,31.5,NA,NA,NA,21.5,NA,21.9,NA,NA,NA,111,20,106,14,NA,NA,3,10.1,NA
81,3172,Glareola maldivarum,Oriental Pratincole,76.8,NA,75.2,NA,NA,NA,185.2,NA,182.9,NA,NA,NA,33,NA,31.3,NA,NA,NA,15.1,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,3173,Glareola nordmanni,Black-winged Pratincole,99,NA,96,NA,NA,NA,204,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,19,96.9,19,NA,NA,3.57,11,NA
81,3174,Glareola ocularis,Madagascar Pratincole,103,NA,82,NA,NA,NA,196,NA,198,NA,NA,NA,23,NA,23,NA,NA,NA,11.2,NA,11.2,NA,NA,NA,NA,NA,NA,NA,73.1,12,NA,NA,NA
81,3175,Glareola nuchalis,Rock Pratincole,NA,NA,NA,NA,47.5,NA,143,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,3,60,3,NA,NA,1.56,7.4,NA
81,3178,Stiltia isabella,Australian Pratincole,66,NA,65,NA,NA,NA,203.3,NA,194.7,NA,NA,NA,45.8,NA,44.6,NA,NA,NA,17.2,NA,16.7,NA,NA,NA,58.7,16,57.8,15,NA,NA,1.9,7,2
82,3179,Catharacta skua,Great Skua,1735,NA,1935,NA,NA,NA,411.9,NA,420.6,NA,NA,NA,74.4,NA,77.1,NA,NA,NA,54.7,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,111.7,NA
82,3183,Catharacta maccormicki,South Polar Skua,1277,NA,1421,NA,NA,NA,410,NA,415,NA,NA,NA,62.4,NA,64.8,NA,NA,NA,49.4,NA,50.9,NA,NA,NA,150.3,13,148.9,12,NA,NA,1.8,89.4,2
82,3184,Stercorarius pomarinus,Pomarine Jaeger,648,NA,740,NA,NA,NA,363,NA,373,NA,NA,NA,53.7,NA,55.1,NA,NA,NA,39.8,NA,40.9,NA,NA,NA,202,5,179,7,NA,NA,1.96,66,2
82,3185,Stercorarius parasiticus,Parasitic Jaeger,361,NA,408,NA,NA,NA,315,NA,321,NA,NA,NA,44.3,NA,44.4,NA,NA,NA,31.1,NA,31.8,NA,NA,NA,202.7,NA,201.3,NA,NA,NA,1.87,NA,2
82,3186,Stercorarius longicaudus,Long-tailed Jaeger,269.9,NA,307.2,NA,NA,NA,306,NA,284,NA,NA,NA,NA,NA,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,73,111,55,NA,NA,1.77,39.2,2
82,3187,Rynchops niger,Black Skimmer,349,NA,254,NA,NA,NA,380,NA,342,NA,NA,NA,34.8,NA,30.7,NA,NA,NA,69.5,NA,56.4,NA,NA,NA,120,31,108,12,NA,NA,3.5,26.9,NA
82,3188,Rynchops flavirostris,African Skimmer,164,NA,164,NA,NA,NA,336,NA,334,NA,NA,NA,28.2,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,11,117,10,NA,NA,1.8,NA,NA
82,3189,Rynchops albicollis,Indian Skimmer,NA,NA,NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,3191,Larus pacificus,Pacific Gull,1550,NA,1077,NA,NA,NA,461.7,NA,436.7,NA,NA,NA,73.8,NA,69.4,NA,NA,NA,61.6,NA,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,98.4,2
82,3194,Larus crassirostris,Black-tailed Gull,591,NA,522,NA,NA,NA,379,NA,368,NA,NA,NA,50.6,NA,51.1,NA,NA,NA,46.7,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,3195,Larus modestus,Grey Gull,NA,NA,NA,NA,NA,NA,332.2,NA,318.7,NA,NA,NA,53.2,NA,48.7,NA,NA,NA,41.6,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,3196,Larus heermanni,Heermann's Gull,NA,NA,NA,NA,NA,NA,347.3,NA,337.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.3,14,138.2,10,NA,NA,1.52,58.6,NA
82,3197,Larus leucophthalmus,White-eyed Gull,357,NA,303,NA,NA,NA,325,NA,309,NA,NA,NA,47.8,NA,45.2,NA,NA,NA,48.8,NA,44.5,NA,NA,NA,124,14,115,5,NA,NA,2.5,NA,NA
